propertyid,transdate,transvalue,transdate_previous,transvalue_previous,bathroomcnt,bedroomcnt,builtyear,finishedsquarefeet,lotsizesquarefeet,storycnt,latitude,longitude,usecode,censustract,viewtypeid
49052365,12/14/2005,285000,6/23/1988,92000,2,3,1985,1570,7200,1,47370162,-122184257,9,29502,
49052937,10/21/2005,292000,,,1.5,3,1959,1530,8600,1,47419995,-122321557,9,28700,
49053845,11/9/2005,244000,9/27/1996,113000,1,2,1953,1120,8792,1,47209144,-121997897,9,31400,8
49054229,10/25/2005,418000,7/22/1994,184500,2.5,4,1981,2110,7500,1,47624154,-122058927,9,32316,
49054249,11/10/2005,350000,5/31/1989,130000,2.75,4,1981,1670,8256,1,47624545,-122058975,9,32316,
49054393,12/15/2005,489995,7/7/1999,240000,2,2,1910,2310,3250,3,47555457,-122377102,9,10500,2
49054949,10/3/2005,655000,8/20/2004,250000,2.25,3,1955,3250,10260,1,47746713,-122285327,9,21300,3
49055149,10/27/2005,441500,3/24/2000,299950,1.5,2,1955,1960,10126,1,47748769,-122284996,9,21400,3
49055165,9/2/2005,550000,,,1.75,4,1953,3380,10220,1,47750768,-122286373,9,21400,3
49055169,9/2/2005,545000,,,1.75,4,1953,2660,19906,1,47749943,-122286461,9,21400,3
49055285,9/30/2005,265000,,,1.75,3,1975,1200,14565,1,47420575,-122170996,9,29307,
49055333,9/23/2005,399950,3/22/2002,235000,1.75,3,1975,3200,28160,2,47296851,-122187535,9,31100,2
49056117,9/12/2005,348000,,,1.5,4,1958,1710,9254,1,47765397,-122332075,9,20300,
49056285,12/9/2005,525000,,,1.5,5,1950,2190,13950,1,47493396,-122363954,9,26700,3
49056649,12/29/2005,685000,3/27/1996,110000,2.5,3,1996,3010,26900,2,47746399,-122366120,9,20900,
49056649,12/29/2005,685000,11/19/1997,360000,2.5,3,1996,3010,26900,2,47746399,-122366120,9,20900,
49056653,10/14/2005,595000,5/16/2000,415000,2.25,3,1984,2830,16575,2,47745537,-122366812,9,20900,
49056653,10/14/2005,595000,8/15/2003,448000,2.25,3,1984,2830,16575,2,47745537,-122366812,9,20900,
49057017,11/23/2005,463950,8/7/2003,375000,2.5,3,1998,2340,9258,2,47481613,-121781216,9,32704,
49057301,10/20/2005,370000,,,2.5,3,2000,1760,6263,2,47507718,-122165434,9,25500,
49057625,12/28/2005,301000,8/30/1995,123000,1.5,2,1983,1070,5201,2,47731952,-122206569,9,22003,
49057933,9/7/2005,280000,9/27/2002,193000,1.5,3,1970,1340,7150,1,47524467,-121823994,9,32703,2
49058925,9/22/2005,910000,9/8/1988,349000,2.5,3,1988,3170,11923,2,47561728,-122102704,9,25003,3
49059385,10/28/2005,311500,11/10/1997,142000,1,2,1958,1460,12396,1,47496327,-122175589,9,25400,
49059641,9/30/2005,540000,2/26/1988,135000,2.5,3,1987,2090,10400,2,47595208,-122153636,9,23604,8
49059657,10/28/2005,233300,,,1,2,1944,950,6050,1,47499090,-122240334,9,26001,
49059677,11/2/2005,255000,3/30/1993,88500,1,3,1944,1170,9216,1,47497989,-122238545,9,26001,
49059765,9/28/2005,239000,12/28/1995,114950,1,4,1944,1460,6930,2,47496248,-122238986,9,26001,
49059765,9/28/2005,239000,7/3/2000,157500,1,4,1944,1460,6930,2,47496248,-122238986,9,26001,
49059785,12/5/2005,274950,,,1,3,1944,1640,6656,1,47495783,-122239369,9,26001,
49059937,10/26/2005,281000,12/29/2000,175000,1,4,1956,1160,9000,1,47493871,-122243913,9,26100,
49060885,10/26/2005,315900,,,2.5,3,1986,1630,12006,1,47337522,-122054867,9,31601,
49061117,11/8/2005,247000,,,1,2,1920,790,5440,1,47528221,-121823524,9,32602,2
49061141,10/6/2005,218000,2/28/2003,175000,1,,1984,830,7200,2,47524502,-121819041,9,32602,2
49061369,10/14/2005,75000,,,1,3,1900,2010,12300,2,47526078,-121817055,9,32703,3
49061393,11/21/2005,1159150,,,3.5,4,2005,6140,17137,2,47537766,-121865077,9,32602,8
49061461,10/27/2005,448500,10/27/2003,332900,2.5,3,1998,2360,4670,2,47537001,-121870599,9,32602,
49061581,10/27/2005,537000,,,2.5,3,1998,2480,6009,2,47536460,-121868003,9,32602,
49061657,12/14/2005,500000,,,2.5,3,2001,2070,5250,2,47532397,-121866475,9,32602,
49062473,9/15/2005,920000,,,2.75,3,1976,2710,13091,2,47561686,-122156837,9,24901,3
49063137,9/15/2005,595000,10/25/2001,425200,2,4,1985,2950,9088,1,47571411,-122156123,9,24901,
49063341,12/30/2005,305000,11/17/1994,137000,1,2,1919,970,5428,2,47551554,-122301548,9,10400,2
49063669,12/15/2005,265000,9/22/2004,160000,0.75,1,1948,640,7920,1,47548034,-122301919,9,10400,
49063685,11/17/2005,425000,8/21/1990,35000,3,5,1992,2830,5060,1,47546780,-122298153,9,10400,
49063913,12/14/2005,328000,7/6/2001,229950,1.75,3,1988,1760,8334,2,47424736,-122159576,9,29307,
49064189,12/5/2005,597000,,,1.5,3,1937,1840,4000,2,47642479,-122369720,9,5900,
49064493,10/28/2005,262000,,,1,3,1955,1000,9375,1,47318942,-122317538,9,30202,
49064781,10/28/2005,749000,,,3.25,4,1987,3870,29176,2,47484912,-122063874,9,32104,
49064857,12/8/2005,556500,11/22/1989,151768,2.5,4,1989,2310,17176,2,47618085,-122053784,9,32317,
49065329,12/2/2005,228000,,,1,2,1909,1330,4500,2,47525356,-122318853,9,11200,
49065817,10/17/2005,268500,,,1.5,5,1962,2040,10872,1,47364909,-122309184,9,30003,
49065821,12/5/2005,230000,,,2.25,3,1962,1470,8050,1,47364822,-122308138,9,30003,
49065885,11/18/2005,275000,4/20/1992,119900,1.5,3,1962,1590,9114,1,47365775,-122312148,9,30003,2
49066069,11/16/2005,245000,,,1,3,1958,1030,9500,1,47283935,-122206943,9,31100,
49066485,10/6/2005,294000,,,1.75,3,1968,1610,10000,1,47416502,-122326714,9,28700,
49066497,10/11/2005,344000,9/26/2000,219950,2.5,3,1986,1930,6987,1,47416394,-122325620,9,28700,
49066737,11/30/2005,249000,,,1,2,1930,910,5000,1,47420643,-122331104,9,28700,
49066841,11/23/2005,314000,,,1,3,1974,1980,7050,1,47422813,-122327723,9,28700,
49067197,11/18/2005,389000,5/26/1994,165000,1.5,4,1954,1360,7500,1,47414511,-122325519,9,28700,3
49067225,12/9/2005,349000,9/13/2002,239000,1.5,4,1958,2000,13000,1,47415053,-122326656,9,28700,8
49067533,11/16/2005,235000,12/28/1998,125000,1,3,1959,1010,5120,1,47523797,-122356820,9,11400,
49068629,9/8/2005,395000,,,1.75,3,1973,1520,13775,1,47663071,-122139326,9,22802,
49068709,10/13/2005,422500,3/16/1995,157490,2,3,1963,1400,9130,1,47586047,-122120179,9,23402,
49068709,10/13/2005,422500,2/27/2002,242000,2,3,1963,1400,9130,1,47586047,-122120179,9,23402,
49069049,10/28/2005,398000,5/27/2004,287000,2.25,4,1956,1730,10025,1,47595886,-122136795,9,23401,
49069161,10/28/2005,381000,,,1.5,5,1961,1390,7344,1,47594823,-122144597,9,23401,
49069469,11/16/2005,1150000,,,1,3,1936,1080,162777,1,47429290,-122180156,9,29306,
49069869,11/28/2005,669000,,,2,2,1912,2820,26400,2,47557772,-122400171,9,10600,3
49071253,9/23/2005,237000,12/10/2001,169950,1.75,3,1983,1250,7200,1,47318918,-122331845,9,30202,
49071445,12/29/2005,239000,1/5/1996,36000,1,2,1908,800,3060,1,47564978,-122285744,9,10100,
49071541,10/14/2005,330000,12/9/1994,95000,1.5,3,1914,1080,3000,2,47565588,-122281451,9,10100,8
49071541,10/14/2005,330000,3/31/1995,127551,1.5,3,1914,1080,3000,2,47565588,-122281451,9,10100,8
49071645,9/15/2005,237400,,,1,1,1916,710,6060,1,47562100,-122283533,9,10100,
49071897,11/7/2005,440000,,,1.75,3,1972,1890,8403,1,47665519,-122144740,9,22606,
49072069,11/30/2005,225000,9/17/2003,166500,1,3,1962,1060,9975,1,47286485,-122359377,9,30310,
49072125,12/20/2005,233280,5/26/1993,90000,2,5,1908,2490,3600,2,47610318,-122296604,9,8800,
49072509,12/22/2005,258950,6/1/1992,110000,1,2,1981,1240,6541,1,47358429,-122287613,9,29801,
49072557,12/12/2005,272000,1/22/1993,506000,2.25,3,1993,1640,6312,2,47353021,-122283259,9,29802,
49072645,10/20/2005,257000,4/20/1994,105000,2,3,1989,1330,43995,1,47313818,-122132748,9,31204,
49072645,10/20/2005,257000,3/4/1999,146000,2,3,1989,1330,43995,1,47313818,-122132748,9,31204,
49072645,10/20/2005,257000,12/21/2001,172000,2,3,1989,1330,43995,1,47313818,-122132748,9,31204,
49072805,11/30/2005,440000,,,1.5,3,1955,1470,10960,1,47615686,-122173620,9,23601,
49073697,11/10/2005,320000,12/18/1989,110000,1.75,3,1990,1500,8659,1,47511215,-122343175,9,26801,
49073793,12/7/2005,531000,,,1,3,1948,1090,8400,2,47679600,-122287467,9,3900,
49073849,11/28/2005,373000,3/18/1996,162000,1.75,3,1950,1270,5112,1,47675963,-122288449,9,3900,8
49073849,11/28/2005,373000,2/27/1998,200000,1.75,3,1950,1270,5112,1,47675963,-122288449,9,3900,8
49073849,11/28/2005,373000,5/15/2003,287500,1.75,3,1950,1270,5112,1,47675963,-122288449,9,3900,8
49073909,10/10/2005,439950,7/14/1999,299950,1.75,4,1950,1880,7354,2,47669205,-122282864,9,4200,
49074193,10/12/2005,580000,,,1,4,1955,2670,12000,1,47747280,-122292367,9,21400,3
49074329,10/28/2005,326500,9/25/1992,125000,1,3,1950,1150,11396,2,47743495,-122296290,9,21300,
49074349,9/6/2005,371500,1/11/1993,162000,1.75,4,1952,1910,10981,1,47742620,-122296276,9,21300,
49074389,11/23/2005,349950,,,1.75,4,1956,2090,14450,1,47741390,-122293573,9,21300,
49074557,10/17/2005,242939,9/29/1994,124000,1.75,3,1985,1220,11555,1,47331641,-122297258,9,30002,
49074841,10/31/2005,370000,3/21/1997,173000,1,2,1941,1120,4500,1,47664794,-122360087,9,4800,8
49075145,11/1/2005,2225000,2/26/1993,1175000,4.5,5,1991,5030,15037,2,47584283,-122219724,9,24400,3
49075145,11/1/2005,2225000,3/29/1996,1240000,4.5,5,1991,5030,15037,2,47584283,-122219724,9,24400,3
49075145,11/1/2005,2225000,9/15/1999,2075000,4.5,5,1991,5030,15037,2,47584283,-122219724,9,24400,3
49075145,11/1/2005,2225000,7/25/2003,1600000,4.5,5,1991,5030,15037,2,47584283,-122219724,9,24400,3
49075153,12/7/2005,286000,,,2.5,3,1996,1610,10022,2,47258351,-122299740,9,30403,
49075905,9/30/2005,130000,,,1,1,1925,810,5917,1,47491954,-122315613,9,27400,
49076101,9/16/2005,227000,8/19/1999,153450,1,3,1943,1340,12000,1,47488813,-122322203,9,27400,
49076101,9/16/2005,227000,5/22/2001,174000,1,3,1943,1340,12000,1,47488813,-122322203,9,27400,
49076129,11/10/2005,274900,,,1.75,3,1933,2720,25099,2,47494754,-122321064,9,27000,
49076253,10/12/2005,379800,2/28/1990,135500,1.5,2,1910,1530,4500,1,47692005,-122332826,9,1900,
49076661,10/12/2005,230000,,,1,3,1976,1290,7350,1,47400250,-122190892,9,29408,
49076813,12/27/2005,429700,11/3/1989,188950,2.5,4,1989,2320,9719,2,47307808,-122391001,9,30306,
49078477,10/19/2005,273000,11/30/1999,155500,2,3,1958,1690,9806,1,47451985,-122294277,9,28402,
49078805,10/31/2005,510000,12/15/1989,198950,2.5,4,1990,2380,6551,2,47570748,-122021644,9,32211,
49078829,12/14/2005,581000,6/8/2000,397000,2.5,4,1988,3010,7023,2,47569963,-122019580,9,32211,
49078941,9/15/2005,389950,11/8/2002,264500,1.5,3,1987,1480,8000,1,47635452,-122028505,9,32318,
49079093,9/7/2005,445000,7/19/1995,214000,2.5,3,1990,1810,7140,1,47633184,-122022467,9,32318,
49079093,9/7/2005,445000,9/21/1998,283800,2.5,3,1990,1810,7140,1,47633184,-122022467,9,32318,
49079521,10/6/2005,332500,6/9/2000,239900,2.5,3,1989,1960,7432,2,47402379,-122171671,9,29405,
49079673,10/31/2005,406000,5/17/2002,274900,2.75,3,1987,1880,7950,1,47511547,-122154157,9,25101,
49080089,10/6/2005,1400000,9/15/1994,739000,3.5,4,1989,3950,9636,1,47554970,-122134091,9,24903,3
49080277,11/30/2005,294380,7/29/1999,222500,2.75,4,1996,2000,5580,2,47362169,-122025655,9,32009,
49080277,11/30/2005,294380,9/28/2004,280500,2.75,4,1996,2000,5580,2,47362169,-122025655,9,32009,
49080805,11/1/2005,501000,,,1,3,1952,1280,8040,1,47633246,-122209373,9,24000,
49081321,12/2/2005,360000,9/4/1998,196900,2.5,4,1998,1720,6749,2,47432312,-122327168,9,28500,
49081321,12/2/2005,360000,7/24/2003,255000,2.5,4,1998,1720,6749,2,47432312,-122327168,9,28500,
49081321,12/2/2005,360000,9/23/2003,255000,2.5,4,1998,1720,6749,2,47432312,-122327168,9,28500,
49081357,12/28/2005,267500,9/23/1999,159900,1.5,3,1968,1420,9600,1,47367158,-122106096,9,31702,
49082037,9/21/2005,332000,,,1,2,1948,1390,7300,1,47507653,-122384588,9,12100,
49082241,10/11/2005,269000,4/21/1993,126900,2.5,3,1993,1440,7395,2,47312456,-122023422,9,31602,
49082241,10/11/2005,269000,6/19/2000,179900,2.5,3,1993,1440,7395,2,47312456,-122023422,9,31602,
49082709,9/22/2005,430000,,,1.75,7,1914,2730,7192,2,47547032,-122275628,9,10200,
49083293,9/21/2005,480000,,,2.25,4,1983,2230,8750,2,47721630,-122109913,9,32322,
49083305,12/29/2005,530000,9/30/1994,183500,1.75,4,1981,2430,7559,1,47720570,-122109767,9,32322,
49083389,9/27/2005,355000,,,1.5,3,1925,1330,4800,2,47536158,-122376174,9,11500,8
49083789,11/14/2005,470000,,,1.75,4,1978,2080,10112,1,47660950,-122141500,9,22802,
49084129,9/27/2005,459000,10/28/1999,272000,1.75,3,1988,1710,11968,1,47705871,-122161915,9,22605,2
49085841,9/7/2005,340000,2/25/1999,195000,1.5,3,1968,1760,6150,1,47726798,-122202683,9,22003,
49085841,9/7/2005,340000,5/13/2003,248000,1.5,3,1968,1760,6150,1,47726798,-122202683,9,22003,
49085977,10/28/2005,650000,4/17/1995,235000,3.75,5,1969,2850,19054,1,47603765,-122195517,9,23801,
49086085,9/8/2005,528800,,,2.25,3,1961,2060,7353,1,47604853,-122192900,9,23801,
49086829,11/23/2005,1680000,8/7/1996,750000,5.5,5,1989,8060,38200,2,47663779,-122019274,9,32315,3
49087353,11/10/2005,92000,,,1.75,4,1960,2310,9566,1,47777462,-122364276,9,20200,
49088105,12/15/2005,381290,,,1.75,3,1963,1260,7142,1,47671342,-122156825,9,22606,
49088125,10/12/2005,390000,9/30/1998,214000,1.75,3,1965,1420,7350,1,47669250,-122154325,9,22606,
49088625,10/21/2005,500000,,,1.75,4,1965,1770,8000,1,47622368,-122101839,9,23000,
49088705,12/16/2005,685000,,,2.25,3,1965,2580,8400,1,47626621,-122099043,9,23000,4
49088957,10/27/2005,555000,,,2.75,4,1972,2290,11165,1,47629769,-122091292,9,22902,
49089145,10/31/2005,296000,,,1.5,3,1954,1400,7480,1,47771545,-122338221,9,20300,
49089417,9/21/2005,282500,9/30/1997,175000,2.5,4,1994,1950,9419,2,47352816,-122141290,9,31704,
49089417,9/21/2005,282500,9/15/2000,217900,2.5,4,1994,1950,9419,2,47352816,-122141290,9,31704,
49089553,11/15/2005,530000,,,2.5,4,1997,2850,29296,2,47741726,-121965169,9,32401,
49089605,9/29/2005,185000,,,1,2,1920,830,11150,1,47498182,-121786486,9,32704,
49089625,11/16/2005,238000,6/26/1992,94950,1,2,1925,750,4826,1,47498157,-121780295,9,32704,
49089681,9/16/2005,425000,,,1.75,4,1964,1970,13700,1,47438756,-122338664,9,28600,
49089901,10/25/2005,212000,11/17/1995,89500,1.75,3,1913,1240,4180,1,47296850,-122227473,9,30700,
49089901,10/25/2005,212000,6/17/2002,135000,1.75,3,1913,1240,4180,1,47296850,-122227473,9,30700,
49090329,10/13/2005,216000,8/11/2000,154000,1,3,1977,1010,16337,1,47377471,-122026225,9,32009,
49090825,9/27/2005,695000,5/29/1996,280000,1.75,3,1961,1800,10560,1,47526084,-122384531,9,11600,3
49091033,12/28/2005,200000,10/6/1998,56660,1.75,4,1976,2200,7200,1,47493688,-122343434,9,26802,
49092009,12/9/2005,287000,6/24/1993,114000,1.5,3,1963,1360,8346,1,47466574,-122181833,9,25702,2
49092009,12/9/2005,287000,6/20/2001,199950,1.5,3,1963,1360,8346,1,47466574,-122181833,9,25702,2
49092013,12/9/2005,270000,,,1.75,4,1978,1600,7700,2,47466030,-122181808,9,25702,
49092145,11/21/2005,293950,7/25/2001,197520,2.25,3,1976,1720,8023,1,47465679,-122176404,9,25702,
49092621,11/4/2005,283000,11/3/1993,129950,2.25,3,1985,1670,7534,2,47362534,-122078167,9,32005,
49092621,11/4/2005,283000,9/16/1994,136500,2.25,3,1985,1670,7534,2,47362534,-122078167,9,32005,
49092621,11/4/2005,283000,5/27/1997,143700,2.25,3,1985,1670,7534,2,47362534,-122078167,9,32005,
49092621,11/4/2005,283000,5/20/1999,159600,2.25,3,1985,1670,7534,2,47362534,-122078167,9,32005,
49092621,11/4/2005,283000,4/30/2002,199500,2.25,3,1985,1670,7534,2,47362534,-122078167,9,32005,
49092741,10/28/2005,317000,1/10/1997,200000,1.75,3,1970,1620,10152,2,47714196,-121320833,9,32800,3
49092741,10/28/2005,317000,9/30/2003,225000,1.75,3,1970,1620,10152,2,47714196,-121320833,9,32800,3
49092761,9/2/2005,150000,6/9/1999,75000,1,2,1925,960,19100,1,47713214,-121324183,9,32800,
49093385,9/27/2005,190000,6/29/1994,89950,1,2,1969,1060,7215,1,47361797,-122087246,9,32005,
49093477,12/5/2005,190500,,,1.5,3,1969,980,5200,1,47367740,-122078623,9,32005,
49093681,9/21/2005,262950,4/19/1999,148900,1,2,1977,1710,5200,1,47364158,-122088492,9,32005,
49093821,12/30/2005,258000,,,1,3,1977,1590,4875,1,47363898,-122094890,9,32005,
49094017,11/18/2005,240000,,,1,3,1976,1300,5200,1,47364315,-122087604,9,32005,
49094241,12/28/2005,525000,,,2.25,3,1982,2000,29723,2,47648559,-122056906,9,32316,2
49094561,10/28/2005,440000,11/26/1997,285000,2.5,3,1985,2110,8452,2,47648196,-122069441,9,32316,
49094561,10/28/2005,440000,7/3/2003,361500,2.5,3,1985,2110,8452,2,47648196,-122069441,9,32316,
49094741,11/2/2005,779950,7/15/2003,595000,3.25,3,1999,3230,10359,2,47634343,-122064442,9,32316,
49094901,9/23/2005,385500,12/9/1993,157000,2,4,1977,1660,8050,1,47728159,-122215358,9,22202,2
49094901,9/23/2005,385500,6/29/1998,239850,2,4,1977,1660,8050,1,47728159,-122215358,9,22202,2
49095125,9/29/2005,632000,,,2.5,3,1995,3280,8438,2,47585940,-122036516,9,32207,
49095149,9/28/2005,292000,3/14/2001,195500,2,3,1983,1390,7918,1,47417915,-122201847,9,29305,
49095149,9/28/2005,292000,5/28/2004,224500,2,3,1983,1390,7918,1,47417915,-122201847,9,29305,
49095317,9/16/2005,248000,6/10/1998,145000,1,3,1977,1100,7500,1,47650700,-121907773,9,32500,
49095317,9/16/2005,248000,7/14/2000,171600,1,3,1977,1100,7500,1,47650700,-121907773,9,32500,
49095417,9/23/2005,219950,2/21/1992,70000,1,2,1913,1020,5000,1,47650685,-121913609,9,32500,
49095745,12/15/2005,449950,10/27/1994,178000,2.25,5,1977,2210,7700,1,47744762,-122179374,9,21905,
49095745,12/15/2005,449950,5/27/2005,339900,2.25,5,1977,2210,7700,1,47744762,-122179374,9,21905,
49096405,10/26/2005,345000,10/4/1994,155000,1.75,2,1981,1660,11747,1,47766122,-122306143,9,20401,
49096405,10/26/2005,345000,4/16/1997,163500,1.75,2,1981,1660,11747,1,47766122,-122306143,9,20401,
49096577,10/4/2005,1050000,,,4.25,5,1917,2990,7600,3,47638041,-122315873,9,6500,8
49097097,9/26/2005,410000,2/11/1994,169999,1.5,4,1955,2720,15752,1,47471173,-122262066,9,26200,8
49097097,9/26/2005,410000,2/15/1996,175000,1.5,4,1955,2720,15752,1,47471173,-122262066,9,26200,8
49097393,11/23/2005,728000,,,2.5,4,1999,2790,10127,2,47589427,-121978909,9,32209,
49097409,10/17/2005,700000,11/5/1996,361642,2.5,3,1997,3085,12556,2,47587927,-121978746,9,32209,
49097553,9/12/2005,760000,,,2.5,5,1999,3210,14149,2,47596213,-121981729,9,32209,
49097689,9/16/2005,126000,8/8/2000,55000,1,1,1937,690,10800,1,47294548,-122216340,9,30700,
49097905,10/14/2005,889950,4/17/1998,517500,2.5,4,1977,3350,16800,2,47561276,-122211264,9,24500,3
49097905,10/14/2005,889950,6/18/2004,635000,2.5,4,1977,3350,16800,2,47561276,-122211264,9,24500,3
49097965,11/21/2005,315000,3/1/1991,153000,2.5,3,1989,1940,5994,1,47361950,-122190411,9,29601,
49098281,9/14/2005,449500,,,1,2,1919,980,4178,1,47637098,-122299761,9,6200,
49098301,12/6/2005,408500,10/22/2004,675000,2.5,4,1910,2550,5055,2,47635981,-122301226,9,6200,
49098501,11/21/2005,583150,,,1.5,7,1921,3220,5400,3,47638191,-122302017,9,6200,
49098641,10/21/2005,498000,4/29/1994,195000,1,5,1925,1520,6324,2,47636775,-122303999,9,6200,
49098641,10/21/2005,498000,12/30/1994,185000,1,5,1925,1520,6324,2,47636775,-122303999,9,6200,
49098641,10/21/2005,498000,8/20/2001,385000,1,5,1925,1520,6324,2,47636775,-122303999,9,6200,
49099521,11/30/2005,190000,7/6/1989,75000,1,3,1976,940,8700,1,47388920,-122168612,9,29406,
49099925,10/25/2005,362990,9/30/1994,171700,2.25,4,1967,3260,8000,2,47311715,-122370552,9,30311,
49099925,10/25/2005,362990,10/15/1998,183000,2.25,4,1967,3260,8000,2,47311715,-122370552,9,30311,
49100145,9/19/2005,281000,,,2.75,3,1968,2340,8415,2,47310224,-122378607,9,30306,
49100477,11/30/2005,385000,7/29/1994,186000,2.25,4,1973,3340,8000,2,47317009,-122384928,9,30305,4
49100477,11/30/2005,385000,5/20/1996,193950,2.25,4,1973,3340,8000,2,47317009,-122384928,9,30305,4
49100477,11/30/2005,385000,1/21/2003,239000,2.25,4,1973,3340,8000,2,47317009,-122384928,9,30305,4
49100477,11/30/2005,385000,2/22/2005,300000,2.25,4,1973,3340,8000,2,47317009,-122384928,9,30305,4
49100741,12/28/2005,324000,7/8/1994,145000,1.75,3,1978,2320,9600,1,47406970,-122192404,9,29403,
49100837,9/22/2005,299950,9/27/1989,109950,1.75,4,1978,2210,8400,1,47314925,-122388495,9,30306,
49100865,11/23/2005,293000,,,1.75,3,1978,1830,8400,1,47313073,-122389733,9,30306,
49101085,12/15/2005,250500,12/24/2003,206000,2.25,3,1978,1920,7575,1,47305587,-122377238,9,30306,
49101157,9/15/2005,286000,9/27/1996,160000,1.75,3,1978,2160,12000,1,47306842,-122380841,9,30306,
49101401,11/21/2005,880000,,,3.75,5,1962,4100,9680,1,47540428,-122228558,9,24601,8
49101817,9/16/2005,736000,,,1.5,5,1925,2970,6000,3,47642687,-122305004,9,6200,
49102021,10/19/2005,301000,,,1,3,1969,1180,8856,1,47673811,-122063815,9,32313,
49102365,12/7/2005,475000,11/30/2004,326000,1.75,4,1951,1950,4200,1,47675489,-122285193,9,4200,
49102365,12/7/2005,475000,4/12/2005,450000,1.75,4,1951,1950,4200,1,47675489,-122285193,9,4200,
49104249,11/9/2005,751650,9/29/1995,310000,2,4,1917,2120,4080,2,47674901,-122309473,9,4400,
49104781,9/30/2005,459000,11/24/1998,239500,1.75,5,1976,2960,12031,1,47767146,-122253547,9,21600,8
49105029,12/15/2005,428400,11/25/2003,317500,2.5,4,1993,1990,6663,2,47770180,-122166233,9,21802,
49105085,12/20/2005,500000,5/15/2001,348000,1.75,3,1952,1950,8195,1,47549844,-122259047,9,10200,
49105157,9/6/2005,599000,,,1.75,3,1948,2100,9900,1,47546486,-122259988,9,10200,2
49105197,9/28/2005,549000,8/18/2000,355000,1,3,1951,1640,6960,1,47545244,-122262150,9,11102,3
49105317,9/7/2005,986000,12/16/2002,210000,2.25,4,2003,4280,24009,1,47560058,-122027405,9,32208,8
49105337,12/15/2005,1270000,,,2.5,4,2001,4300,157386,2,47463537,-121772647,9,32702,8
49105353,9/30/2005,350000,,,,,,,164760,,47454492,-121762000,9,,8
49105437,10/27/2005,665000,,,1.75,4,1960,3020,6270,1,47550209,-122263409,9,10200,2
49106405,10/31/2005,390000,4/29/2002,265000,2.5,3,1990,2160,8580,2,47462964,-122132085,9,31907,
49106509,9/16/2005,270000,9/16/1997,150000,1.75,3,1994,1260,7654,1,47386845,-122029066,9,32009,
49106777,10/17/2005,256500,,,2.5,3,1962,1480,8175,1,47383452,-122288353,9,29100,
49107129,9/7/2005,339000,5/20/1999,179950,1.5,4,1964,2210,11000,1,47416077,-122214317,9,29305,8
49107129,9/7/2005,339000,5/24/2002,218000,1.5,4,1964,2210,11000,1,47416077,-122214317,9,29305,8
49107385,10/17/2005,490000,,,1,3,1953,1490,10185,1,47638524,-122204316,9,24000,
49107401,11/1/2005,530000,,,1.75,4,1953,1720,10089,1,47638169,-122203570,9,24000,
49107589,9/6/2005,224950,,,1,2,1944,1190,5900,1,47478118,-122287612,9,27300,
49107697,10/20/2005,560000,4/3/1991,165000,2.25,4,1962,2180,11700,1,47613467,-122170891,9,23601,
49107813,11/15/2005,315000,,,1.5,3,1963,1860,5063,1,47543309,-122271252,9,11102,
49108597,10/31/2005,583000,,,3,3,1997,2610,7541,2,47690115,-122171201,9,22603,
49109053,10/11/2005,376000,,,1.5,2,1940,1280,6047,1,47710047,-122311369,9,1100,
49109121,12/23/2005,352300,11/30/2001,215000,1,2,1950,1260,7500,1,47710508,-122308861,9,1100,
49109121,12/23/2005,352300,8/9/2002,290000,1,2,1950,1260,7500,1,47710508,-122308861,9,1100,
49109353,11/28/2005,447000,8/12/1993,168950,1.5,3,1923,1700,11250,2,47709886,-122303960,9,1100,
49109425,9/30/2005,389500,,,1.75,4,1953,2130,7646,1,47704886,-122302614,9,1100,8
49109617,10/5/2005,385000,,,1.75,3,1952,1660,9348,1,47704120,-122302932,9,1100,
49109705,10/31/2005,1085000,9/22/1994,512903,2.75,5,1976,4220,20800,1,47621552,-122222121,9,24100,8
49109705,10/31/2005,1085000,1/17/1997,560000,2.75,5,1976,4220,20800,1,47621552,-122222121,9,24100,8
49109809,12/13/2005,400000,5/25/2001,260000,1,3,1954,1140,7785,1,47709026,-122363447,9,500,2
49109809,12/13/2005,400000,6/23/2003,290000,1,3,1954,1140,7785,1,47709026,-122363447,9,500,2
49109985,9/15/2005,445000,,,3.25,5,1979,4750,31420,2,47619723,-121949012,9,32500,8
49110237,9/2/2005,775000,,,1.5,3,1939,2450,6150,2,47676743,-122272535,9,4000,3
49111085,12/21/2005,213283,12/10/2001,190000,1.75,3,1978,1850,6760,1,47413311,-122184937,9,29405,
49112413,11/22/2005,218000,,,1,3,1962,1320,9186,1,47308223,-122361359,9,30311,
49112445,12/2/2005,231000,,,1,3,1966,1500,8437,1,47307942,-122365549,9,30311,
49113197,9/16/2005,494500,,,2.5,4,1999,2490,5963,2,47606106,-122015381,9,32209,
49113565,12/30/2005,545000,,,1.75,5,1975,2790,18750,1,47639214,-122102195,9,22902,3
49113769,10/5/2005,877900,11/18/1994,395000,2.5,4,1986,2920,18830,1,47565244,-122112882,9,25003,3
49113769,10/5/2005,877900,6/11/2004,775000,2.5,4,1986,2920,18830,1,47565244,-122112882,9,25003,3
49113893,11/7/2005,235000,12/2/1994,119500,1.5,3,1969,1230,9570,1,47309555,-122365982,9,30311,
